Via;Numero Civico;Citt…;Provincia;Paese;Id(Field utile solo al fine dell'ordinamento) ;Quartiere;Longitudine(X);Latitudine(Y);StAddr;CAP;Anno Accertamento;Mese Accertamento;Giorno Accertamento;Numero Verbali;Descrizione Sanzione;Descrizione Paragrafo;Descrizione Capitolo;Descrizione Prontuario
Via Giulia Di Barolo;48;Torino;TO;Italia;347;Vanchiglia;7.700445236;45.07040387;Via Giulia di Barolo 48;10124;2017;1;26;1;ART. 44 C. 2 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA
Via Giulia Di Barolo;48;Torino;TO;Italia;1759;Vanchiglia;7.700445236;45.07040387;Via Giulia di Barolo 48;10124;2017;4;26;1;ART. 44 BIS C. 1 C. 2 GENERICO REGOLAMENTO POLIZIA URBANA;GENERICO;TUTELA DELLA CONVIVENZA CIVILE;REGOLAMENTO POLIZIA URBANA
Via Giulia Di Barolo;50;Torino;TO;Italia;1859;Vanchiglia;7.700655761;45.07056587;Via Giulia di Barolo 50;10124;2017;5;3;1;ART. 21 C. 2 IN REL ART. 7 C. 4 TIPOLOGIE DI ESERCIZI DI SOMMINISTR ATTIVITA' PRODUTTIVE ? L.R. 38/2006;TIPOLOGIE DI ESERCIZI DI SOMMINISTR;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006
Via Giulio Natta;17;Torino;TO;Italia;3976;Madonna di Campagna;7.6755285;45.111924;Via Giulio Natta;10148;2017;10;10;1;ART. 7 C. 1 LETT. Q COMPORTAMENTI VIETATI REGOLAMENTO POLIZIA URBANA;COMPORTAMENTI VIETATI;SICUREZZA AMBIENTALE E IGIENE;REGOLAMENTO POLIZIA URBANA
Via Giuseppe Fagnano;3;Torino;TO;Italia;5011;San Donato;7.665457059;45.08661621;Via Monsignor Giuseppe Fagnano 3;10144;2017;12;13;1;ART. 3 C. 4 VARIAZIONI REGOLAMENTO C.O.S.A.P.;VARIAZIONI;AMMINISTRATORI STABILI;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;0;Torino;TO;Italia;394;Centro;7.678606756;45.07351293;Via Giuseppe Garibaldi;10122;2017;1;29;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;0;Torino;TO;Italia;1191;Centro;7.678606756;45.07351293;Via Giuseppe Garibaldi;10122;2017;3;14;1;ARTT. 28 C. 3 ? 29 C. 1 D.L.vo 31/3/98 N. 114;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Garibaldi;0;Torino;TO;Italia;1208;Centro;7.678606756;45.07351293;Via Giuseppe Garibaldi;10122;2017;3;15;1;ARTT. 28 C. 2?29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Garibaldi;0;Torino;TO;Italia;1467;Centro;7.678606756;45.07351293;Via Giuseppe Garibaldi;10122;2017;4;3;1;ARTT. 28 C. 2?29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Garibaldi;0;Torino;TO;Italia;1636;Centro;7.678606756;45.07351293;Via Giuseppe Garibaldi;10122;2017;4;14;1;ARTT. 28 C. 2?29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Garibaldi;0;Torino;TO;Italia;2104;Centro;7.678606756;45.07351293;Via Giuseppe Garibaldi;10122;2017;5;18;1;ARTT. 28 C. 2?29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Garibaldi;0;Torino;TO;Italia;2526;Centro;7.678606756;45.07351293;Via Giuseppe Garibaldi;10122;2017;6;18;1;ARTT. 28 C. 2?29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Garibaldi;0;Torino;TO;Italia;3575;Centro;7.678606756;45.07351293;Via Giuseppe Garibaldi;10122;2017;9;14;1;ART. 29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Garibaldi;0;Torino;TO;Italia;3598;Centro;7.678606756;45.07351293;Via Giuseppe Garibaldi;10122;2017;9;17;1;ARTT. 12 C. 2?16 C. 1 AUTORIZZAZIONI IN DEROGA REGOLAMENTO INQUINAMENTO ACUSTICO;AUTORIZZAZIONI IN DEROGA;MANIFESTAZIONI TEMPORANEE RUMOROSE;REGOLAMENTO INQUINAMENTO ACUSTICO
Via Giuseppe Garibaldi;0;Torino;TO;Italia;4278;Centro;7.678606756;45.07351293;Via Giuseppe Garibaldi;10122;2017;10;25;1;ART. 29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Garibaldi;0;Torino;TO;Italia;4674;Centro;7.678606756;45.07351293;Via Giuseppe Garibaldi;10122;2017;11;19;1;ARTT. 28 C. 15 E 16 ? 29 C. 2 D.L.vo 31/3/98 N. 114;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Garibaldi;8;Torino;TO;Italia;1957;Centro;7.683416749;45.07180966;Via Giuseppe Garibaldi 8;10122;2017;5;9;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;9;Torino;TO;Italia;1118;Centro;7.683050284;45.07188839;Via Giuseppe Garibaldi 9;10122;2017;3;9;1;ARTT. 21 C. 2 C. 4 IN REL ART. 180 TULPS ? R.D. 635/40 SANZIONI ATTIVITA' PRODUTTIVE ? L.R. 38/2006;SANZIONI;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006
Via Giuseppe Garibaldi;10;Torino;TO;Italia;3396;Centro;7.682037297;45.07230167;Via Giuseppe Garibaldi 10;10122;2017;9;2;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;12;Torino;TO;Italia;731;Centro;7.679297052;45.0732886;Via Giuseppe Garibaldi 12;10122;2017;2;16;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;12;Torino;TO;Italia;3737;Centro;7.679297052;45.0732886;Via Giuseppe Garibaldi 12;10122;2017;9;26;1;ARTT. 6 C. 2 C. 6?28 C. 4 IN REL ART. 24 C. 2D.L.vo 507/1993 SUBINGRESSO NELL' AUTORIZZAZIONE REGOLAMENTO C.I.M.P. 2010;SUBINGRESSO NELL' AUTORIZZAZIONE;DISPOSIZIONI GENERALI;REGOLAMENTO C.I.M.P. 2010
Via Giuseppe Garibaldi;14;Torino;TO;Italia;1694;Centro;7.680507548;45.07285067;Via Giuseppe Garibaldi 14;10122;2017;4;20;1;ART. 22 C. 2 OPERATORI DEL PROPRIO INGEGNO REGOLAMENTO POLIZIA URBANA;OPERATORI DEL PROPRIO INGEGNO;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA
Via Giuseppe Garibaldi;14;Torino;TO;Italia;1703;Centro;7.680507548;45.07285067;Via Giuseppe Garibaldi 14;10122;2017;4;20;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;14;Torino;TO;Italia;3622;Centro;7.680507548;45.07285067;Via Giuseppe Garibaldi 14;10122;2017;9;19;1;ART. 22 C. 2 OPERATORI DEL PROPRIO INGEGNO REGOLAMENTO POLIZIA URBANA;OPERATORI DEL PROPRIO INGEGNO;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA
Via Giuseppe Garibaldi;14;Torino;TO;Italia;3634;Centro;7.680507548;45.07285067;Via Giuseppe Garibaldi 14;10122;2017;9;19;1;ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;14;Torino;TO;Italia;3673;Centro;7.680507548;45.07285067;Via Giuseppe Garibaldi 14;10122;2017;9;21;1;ART. 22 C. 2 OPERATORI DEL PROPRIO INGEGNO REGOLAMENTO POLIZIA URBANA;OPERATORI DEL PROPRIO INGEGNO;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA
Via Giuseppe Garibaldi;14;Torino;TO;Italia;3678;Centro;7.680507548;45.07285067;Via Giuseppe Garibaldi 14;10122;2017;9;21;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;17;Torino;TO;Italia;1434;Centro;7.680989309;45.0725591;Via Giuseppe Garibaldi 17;10122;2017;3;30;1;ART. 18 C. 1 RACCOLTA FRAZIONE ORGANICA REGOLAMENTO GESTIONE RIFIUTI URBANI;RACCOLTA FRAZIONE ORGANICA;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Via Giuseppe Garibaldi;23;Torino;TO;Italia;3623;Centro;7.68030651;45.0728603;Via Giuseppe Garibaldi 23;10122;2017;9;19;1;ART. 22 C. 2 OPERATORI DEL PROPRIO INGEGNO REGOLAMENTO POLIZIA URBANA;OPERATORI DEL PROPRIO INGEGNO;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA
Via Giuseppe Garibaldi;23;Torino;TO;Italia;3635;Centro;7.68030651;45.0728603;Via Giuseppe Garibaldi 23;10122;2017;9;19;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;23;Torino;TO;Italia;3800;Centro;7.68030651;45.0728603;Via Giuseppe Garibaldi 23;10122;2017;9;30;1;ART. 24 C. 6 ATTIVITA' ARTISTICHE DI STRADA REGOLAMENTO POLIZIA URBANA;ATTIVITA' ARTISTICHE DI STRADA;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA
Via Giuseppe Garibaldi;34;Torino;TO;Italia;5097;Centro;7.675859222;45.07455491;Via Giuseppe Garibaldi 34;10122;2017;12;19;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;38;Torino;TO;Italia;1478;Centro;7.674775523;45.07488565;Via Giuseppe Garibaldi 38;10122;2017;4;4;1;ARTT. 28 C. 15 E 16 ? 29 C. 2 D.L.vo 31/3/98 N. 114;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Garibaldi;43;Torino;TO;Italia;5091;Centro;7.676256845;45.07431028;Via Giuseppe Garibaldi 43;10122;2017;12;19;1;ART. 46 C. 4 ABITAZIONI PRIVATE REGOLAMENTO POLIZIA URBANA;ABITAZIONI PRIVATE;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA
Via Giuseppe Garibaldi;53;Torino;TO;Italia;2536;Centro;7.674538485;45.07490533;Via Giuseppe Garibaldi 53;10122;2017;6;19;1;ART. 252 BIS C. 1 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE
Via Giuseppe Garibaldi;55;Torino;TO;Italia;1068;Centro;7.673809652;45.07516731;Via Giuseppe Garibaldi 55;10122;2017;3;7;1;ART. 22 C. 2 OPERATORI DEL PROPRIO INGEGNO REGOLAMENTO POLIZIA URBANA;OPERATORI DEL PROPRIO INGEGNO;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA
Via Giuseppe Garibaldi;55;Torino;TO;Italia;1078;Centro;7.673809652;45.07516731;Via Giuseppe Garibaldi 55;10122;2017;3;7;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;55;Torino;TO;Italia;1119;Centro;7.673809652;45.07516731;Via Giuseppe Garibaldi 55;10122;2017;3;9;1;ART. 22 C. 2 OPERATORI DEL PROPRIO INGEGNO REGOLAMENTO POLIZIA URBANA;OPERATORI DEL PROPRIO INGEGNO;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA
Via Giuseppe Garibaldi;55;Torino;TO;Italia;1121;Centro;7.673809652;45.07516731;Via Giuseppe Garibaldi 55;10122;2017;3;9;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;55;Torino;TO;Italia;3733;Centro;7.673809652;45.07516731;Via Giuseppe Garibaldi 55;10122;2017;9;26;1;ART. 22 C. 2 OPERATORI DEL PROPRIO INGEGNO REGOLAMENTO POLIZIA URBANA;OPERATORI DEL PROPRIO INGEGNO;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA
Via Giuseppe Garibaldi;55;Torino;TO;Italia;3738;Centro;7.673809652;45.07516731;Via Giuseppe Garibaldi 55;10122;2017;9;26;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Garibaldi;59;Torino;TO;Italia;928;Centro;7.672740601;45.07552934;Via Giuseppe Garibaldi 59;10122;2017;2;28;1;ARTT. 14 C. 1?22 C. 3 PUBBLICITA' PREZZI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;PUBBLICITA' PREZZI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Garibaldi;59;Torino;TO;Italia;929;Centro;7.672740601;45.07552934;Via Giuseppe Garibaldi 59;10122;2017;2;28;1;ARTT. 7 C. 2 ? 5 C. 1 LETT. A L. 584/75 DIVIETO DI FUMARE IN DETERMINATI LOCALI TUTELA AMBIENTE;DIVIETO DI FUMARE IN DETERMINATI LOCALI;SALUTE PUBBLICA;TUTELA AMBIENTE
Via Giuseppe Verdi;0;Torino;TO;Italia;1993;Centro;7.692284062;45.06844204;Via Giuseppe Verdi;10124;2017;5;11;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Verdi;0;Torino;TO;Italia;2120;Centro;7.692284062;45.06844204;Via Giuseppe Verdi;10124;2017;5;19;1;ARTT. 28 C. 2?29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Verdi;0;Torino;TO;Italia;3527;Centro;7.692284062;45.06844204;Via Giuseppe Verdi;10124;2017;9;12;1;ARTT. 18?21 C. 2 AUTORIZZAZIONI IN DEROGA REGOLAMENTO INQUINAMENTO ACUSTICO;AUTORIZZAZIONI IN DEROGA;CANTIERI STRADALI, EDILI ED ASSIMILABILI;REGOLAMENTO INQUINAMENTO ACUSTICO
Via Giuseppe Verdi;8;Torino;TO;Italia;2105;Centro;7.689097697;45.06964649;Via Giuseppe Verdi 8;10124;2017;5;18;1;ART. 29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Via Giuseppe Verdi;20;Torino;TO;Italia;2735;Centro;7.692829172;45.06818947;Via Giuseppe Verdi 20;10124;2017;7;4;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Verdi;33;Torino;TO;Italia;2736;Centro;7.693216303;45.06809851;Via Giuseppe Verdi 33;10124;2017;7;4;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Verdi;33;Torino;TO;Italia;3012;Centro;7.693216303;45.06809851;Via Giuseppe Verdi 33;10124;2017;7;24;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Verdi;33;Torino;TO;Italia;3161;Centro;7.693216303;45.06809851;Via Giuseppe Verdi 33;10124;2017;8;4;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Verdi;35;Torino;TO;Italia;1821;Centro;7.693399744;45.06803453;Via Giuseppe Verdi 35;10124;2017;4;29;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giuseppe Verdi;35;Torino;TO;Italia;3528;Centro;7.693399744;45.06803453;Via Giuseppe Verdi 35;10124;2017;9;12;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Giustino Fortunato;4;Torino;TO;Italia;182;Cit Turin;7.662839155;45.07224149;Via Giustino Fortunato 4;10138;2017;1;17;1;ART. 3 C. 2BIS DIRETTORE TECNICO REGOLAMENTO ACCONCIATORE ED ESTETISTA;DIRETTORE TECNICO;REQUISITI PER ESERCITARE L'ATTIVITA';REGOLAMENTO ACCONCIATORE ED ESTETISTA
Via Giustino Fortunato;4;Torino;TO;Italia;183;Cit Turin;7.662839155;45.07224149;Via Giustino Fortunato 4;10138;2017;1;17;1;ARTT. 3 C. 2?11 DIRETTORE TECNICO REGOLAMENTO ACCONCIATORE ED ESTETISTA;DIRETTORE TECNICO;REQUISITI PER ESERCITARE L'ATTIVITA';REGOLAMENTO ACCONCIATORE ED ESTETISTA
Via Givoletto;0;Torino;TO;Italia;3855;Lucento;7.653714624;45.09278443;Via Givoletto;10149;2017;10;3;1;ART. 7 C. 1 RIPRISTINO NON CONFORME REGOLAMENTO MANOMISSIONE SUOLO PUBBLICO;RIPRISTINO NON CONFORME;LAVORI REGOLARMENTE AUTORIZZATI;REGOLAMENTO MANOMISSIONE SUOLO PUBBLICO
Via Goffredo Casalis;0;Torino;TO;Italia;621;San Donato;7.658457933;45.07833983;Via Goffredo Casalis;10143;2017;2;10;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Goffredo Casalis;3;Torino;TO;Italia;559;San Donato;7.658755004;45.07979894;Via Goffredo Casalis 3;10143;2017;2;7;1;ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Goffredo Casalis;61;Torino;TO;Italia;2496;Cit Turin;7.657736222;45.07386473;Via Goffredo Casalis 61;10138;2017;6;15;1;ART. 18 C. 2 OCCUPAZIONI FUORI DALLA SEDE STRADALE REGOLAMENTO C.O.S.A.P.;OCCUPAZIONI FUORI DALLA SEDE STRADALE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Goffredo Casalis;61;Torino;TO;Italia;3373;Cit Turin;7.657736222;45.07386473;Via Goffredo Casalis 61;10138;2017;8;31;1;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Goffredo Mameli;12;Torino;TO;Italia;702;Aurora;7.683557421;45.078507;Via Goffredo Mameli 12;10152;2017;2;15;2;ART. 252 C. 2 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE
Via Goffredo Mameli;12;Torino;TO;Italia;703;Aurora;7.683557421;45.078507;Via Goffredo Mameli 12;10152;2017;2;15;1;ART. 28 STABILIMENTI E LOCALI DI PRODUZIONE IGIENE/TUTELA ALIMENTI?D.P.R. 327/80;STABILIMENTI E LOCALI DI PRODUZIONE;REQUISITI OBBLIGATORI;IGIENE/TUTELA ALIMENTI?D.P.R. 327/80
Via Goito;15;Torino;TO;Italia;1623;San Salvario;7.680256019;45.05990523;Via Goito 15;10125;2017;4;13;1;ART. 10 C. 2/3 INOSSERVANZA ORDINANZA REGOLAMENTO INQUINAMENTO ACUSTICO;INOSSERVANZA ORDINANZA;INOTTEMPERANZA;REGOLAMENTO INQUINAMENTO ACUSTICO
Via Gorizia;52;Torino;TO;Italia;5092;Santa Rita;7.641271813;45.05035218;Via Gorizia 52;10136;2017;12;19;1;ART. 25 ? R.D. 2316/1934 VEND/SOMMIN.PROD.TABACCO MINORI ANNI 18 TUTELA AMBIENTE;VEND/SOMMIN.PROD.TABACCO MINORI ANNI 18;SALUTE PUBBLICA;TUTELA AMBIENTE
Via Gorizia;56;Torino;TO;Italia;1976;Santa Rita;7.641202364;45.05005518;Via Gorizia 56;10136;2017;5;10;1;ART. 11 C. 1 IN REL ART. 5 C. 1 LEGGE REGIONALE 9/2016 VIDEOGIOCHI;LEGGE REGIONALE 9/2016;COLLOCAZIONE APPARECCHI PER GIOCO LECITO;VIDEOGIOCHI
Via Gorizia;56;Torino;TO;Italia;5073;Santa Rita;7.641202364;45.05005518;Via Gorizia 56;10136;2017;12;18;1;ART. 7 C. 2 L. 584/75 DIVIETO DI FUMARE IN DETERMINATI LOCALI TUTELA AMBIENTE;DIVIETO DI FUMARE IN DETERMINATI LOCALI;SALUTE PUBBLICA;TUTELA AMBIENTE
Via Gorizia;56;Torino;TO;Italia;5074;Santa Rita;7.641202364;45.05005518;Via Gorizia 56;10136;2017;12;18;2;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Gorizia;132;Torino;TO;Italia;2886;Santa Rita;7.640191866;45.04342047;Via Gorizia 132;10137;2017;7;14;1;ART. 6 OCCUPAZIONE ABUSIVA REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;OCCUPAZIONE ABUSIVA;OCCUPAZIONE NO SEDIME STRADALE;REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS
Via Gorizia;132;Torino;TO;Italia;2891;Santa Rita;7.640191866;45.04342047;Via Gorizia 132;10137;2017;7;14;2;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Via Gorizia;132;Torino;TO;Italia;3599;Santa Rita;7.640191866;45.04342047;Via Gorizia 132;10137;2017;9;17;1;ART. 17 C. 5?21 C. 2 ORARIO DI APERTURA ATTIVITA' PRODUTTIVE ? L.R. 38/2006;ORARIO DI APERTURA;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006
Via Gorizia;132;Torino;TO;Italia;3600;Santa Rita;7.640191866;45.04342047;Via Gorizia 132;10137;2017;9;17;2;ART. 6 C. 2 PUNTO QUATER ESPOSIZIONE TABELLE ATTIVITA' PRODUTTIVE ? L..160/07;ESPOSIZIONE TABELLE;VENDITA BEVANDE ALCOOLICHE;ATTIVITA' PRODUTTIVE ? L..160/07
Via Gorizia;132;Torino;TO;Italia;3601;Santa Rita;7.640191866;45.04342047;Via Gorizia 132;10137;2017;9;17;1;ARTT. 7 C. 2 ? 5 C. 1 LETT. A L. 584/75 DIVIETO DI FUMARE IN DETERMINATI LOCALI TUTELA AMBIENTE;DIVIETO DI FUMARE IN DETERMINATI LOCALI;SALUTE PUBBLICA;TUTELA AMBIENTE
Via Gorizia;132;Torino;TO;Italia;3930;Santa Rita;7.640191866;45.04342047;Via Gorizia 132;10137;2017;10;7;1;ART. 5 C. 8 RILASCIO?RINNOVO CONC. E AUTOR. REGOLAMENTO C.O.S.A.P.;RILASCIO?RINNOVO CONC. E AUTOR.;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
